fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,0
8.649016514586489,0.9449344343057658,0.10536061131828764,1.875491742706756,0.07827130885062608,5.503278284711706,20.00655656942341,0.9961700655656942,3.2899344343057657,0.4475491742706756,9.700655656942342,
7.290508225537777,1.0536488374789204,0.08802904145930152,2.770798640130792,0.07821887694854598,4.700726036482538,11.700726036482537,0.9958359128756221,3.5370072603648253,0.6119709585406985,11.11021781094476,
7.086234846357209,0.8828317749004344,0.05402609403968999,2.41039141059535,0.07818443598674729,4.5402609403969,10.1610437615876,0.9949540801303303,3.443454797483349,0.49426001629128696,10.83220875231752,
5.740930969375825,1.1064646926089008,0.08539526594521976,1.643258392815385,0.16611617315222524,7.204654846879121,19.05116371171978,0.9940450240663135,3.497441814414011,0.4840930969375824,9.902327423439562,
7.28942356303224,0.7774867340480536,0.015026531903892963,1.912168351201338,0.06676193935675183,5.248673404805352,13.375663297597324,0.9971509020847323,3.4773010107208027,0.5837035691681873,9.887301010720803,
8.381011018976135,0.6644685675331025,0.26648088151809085,2.2134154265665895,0.08464808815180909,11.972132227713624,43.486066113856815,0.9976,3.3018988981023867,0.5267595592409546,9.216202203795227,
7.311899314291784,0.5504759725716715,0.03214187657252124,1.609519451433428,0.07212692601911236,17.0,42.031731504778094,0.9956158657523891,3.3691273836186024,0.4802379862858357,9.002379862858357,
12.490406050549975,0.46010659943833365,0.4894670028083319,4.469086162883251,0.07082081567516887,26.106599438333618,49.02131988766672,0.9981027715853966,3.0535177814650094,0.5730913837116749,9.603197983150007,
5.396344308695171,1.0133942615217473,0.053988622659829566,1.555429140664773,0.049662874219943184,38.668562890028404,85.07771457033239,0.9943595449063932,3.7251313374936363,0.4924343312531818,10.562171656265908,
8.2624632646016,0.7054060399812676,0.027114819455409216,1.7932777081688618,0.08379833124506586,3.6778704863852303,13.677870486385231,0.9972172252819161,3.396302739492874,0.5657703610891816,10.279833124506585,
5.134619011358087,0.9855375330923298,0.06369294599902325,1.4646171254518816,0.04650773292721057,39.97689551367854,84.94615239545676,0.993983081855447,3.726845530046409,0.4918464729995116,10.451537155911089,
5.716984294505366,1.1259774039329395,0.08937426283401284,1.498212179525751,0.17110608976287547,7.01787820474249,19.008939102371244,0.9940223477559281,3.4970500962174893,0.485363461422747,9.794636538577254,
8.791352978854452,0.7122730005421936,0.08863499728903224,2.305003005964129,0.07922730005421935,10.936380032531613,24.35453998915613,0.9979675911003795,3.3250463016808,0.48481779924092905,9.741815995662451,
7.96405978522355,0.8809968513998647,0.2325271423590345,2.4053343955930524,0.08369756078937063,7.555153446532822,22.583634915100383,0.9960167993626441,3.2863697887103087,0.4824909525469885,10.24981905093977,
6.963898488525143,0.8244829010377995,0.05800845928957138,1.9921184300539991,0.06919915407104286,18.120338371582854,36.398308142085725,0.9960929488834965,3.454025377868714,0.5304152267212284,10.120338371582855,
6.960341348850676,0.6477724763585717,0.002557451938059312,2.2,0.08935062496104579,3.5114903876118624,13.25574519380593,0.9958589920690006,3.5432764418582208,0.6097701922477627,11.372127403097034,
7.697310480366701,0.9739230065378085,0.1591931441100104,3.7313935371734446,0.07889682270679874,4.605379039266597,11.605379039266598,0.9957723765327486,3.4886992751046577,0.592107580785332,11.35784838429336,
6.50793780842122,0.8565416921939495,0.06345034031025548,2.264579207091554,0.08286717202659333,5.522137995567779,12.522137995567778,0.9953718468436344,3.6026565594681337,0.6104427599113555,10.625648204875443,
6.719396834806582,0.893207673918038,0.05193968348065823,2.0134338608655695,0.06,4.268677217311392,11.268677217311392,0.9960167237982321,3.5380603165193416,0.6359698417403291,10.779095252209874,
7.615441611479983,1.0897471474887537,0.09567093956950065,2.9917734892375165,0.08542279194260008,4.927848992825011,12.144302014349979,0.995958732215785,3.5219622482062527,0.5956709395695007,11.091773489237516,
6.137581980203989,0.7678350445560971,0.0031209009898005464,2.0375819802039894,0.06208060065986703,6.0,13.0,0.996467310145231,3.5972821023095345,0.6110403003299335,10.010403003299334,
7.244081605011854,0.5783090300033871,0.11152187299695164,1.6050729099898389,0.0770845484998306,9.0,21.525364549949195,0.9961695043475111,3.2818600669962743,0.749504347511008,9.12373177250254,
8.128042995821351,0.791263436194172,0.008567024965177921,2.2,0.06957010748955339,5.286595006964416,14.0,0.9964807548196722,3.3314638002785766,0.58,10.985670249651779,
6.85814219742359,0.6076605733973313,0.16465595536246225,2.05814219742359,0.08441972291790785,4.0,8.674312103056394,0.9951641514334933,3.4776720223187687,0.6051146815458459,11.190710987117951,
7.338109669717288,0.7485670990848137,0.16762193394345762,3.361100929284905,0.05683464900166301,3.6834649001663013,10.683464900166301,0.9958377008740432,3.450866225041575,0.6146771920133041,11.248188609817069,
11.704018721184156,0.5117387831230299,0.49,3.544822465420986,0.07,21.22411232710493,48.204018721184156,0.9984979906394079,3.1494976598519804,0.5660200936059208,9.6,
6.655167815705729,0.8128158109597946,0.010114840349016208,3.263206640136864,0.07820671262822917,5.49425798254919,13.0,0.9968220671262823,3.4989664368588542,0.5897703193019675,10.50574201745081,
7.1,0.7698658699514469,0.016208965943321454,3.98298625376536,0.0905030006178161,5.379103405667855,13.189551702833928,0.9966531203838139,3.4081044829716607,0.5718955170283392,10.981044829716607,
5.6420132910669025,0.630153212007835,0.031050332276672584,1.517505537944543,0.07929977848221828,5.929977848221828,12.929977848221828,0.9950129104113358,3.655448560134419,0.6207002215177817,10.128008860711269,
9.300166670015233,0.6041156862351149,0.35590098076640836,2.5940490182290215,0.08270411761160341,16.117352935267235,46.29421568824426,0.9980413235323664,3.27176862752977,0.5247107844122127,9.388264706473278,
11.879242663301593,0.5034530135688886,0.4424086041864554,4.613805511728041,0.07093113600504762,25.689621331650795,48.793080887767196,0.997853766256443,3.1048335647416927,0.5627578310718518,9.765535289786241,
8.574199260435192,0.6107796468980736,0.2758746940251953,2.114431540022905,0.0801034841938157,11.432946200687145,41.989792198396664,0.9973892995156657,3.298454767981676,0.5242273839908381,9.214431540022904,
5.0352307354811074,1.0109809317168366,0.0462006094446749,1.4169107530309315,0.0453945842373884,40.732246410343585,84.98590770580756,0.9938479138002543,3.7439403134972493,0.48310030472233745,10.4873169352268,
7.068108601075211,0.528870225903231,0.11362172021504219,3.3646226322041826,0.08293350217527015,3.0,12.147837098387184,0.9955955648870484,3.5234215378172142,0.6029567419677437,11.642027150268802,
7.44994479274671,1.031212793957847,0.06742006719036503,1.6693494960722624,0.11724366293663521,5.871003359518252,19.0,0.9952193163717203,3.3871003359518252,0.45742006719036504,9.687100335951826,
6.336807111327269,1.0940512114573315,0.08178313404739009,1.5616264946445744,0.15207410006492095,6.589156702369504,19.0,0.9944437107614409,3.4589156702369506,0.4717831340473901,9.75891567023695,
8.474779731494477,0.6292652621398496,0.22705317775239958,2.2492920076715865,0.06192920076715864,16.464600383579317,34.028319693136545,0.9963075928260834,3.3729468222476005,0.5294336061372691,10.137964130416968,
6.816728415801662,0.5195540024942108,0.15836420790083078,2.3996295051900307,0.07679552598760378,9.416357920991693,22.37546311851246,0.995648066408319,3.402490737629751,0.45706326486446003,9.622492141363578,
7.378305685708735,1.031335158924756,0.07566113714174716,3.495506521446609,0.0890423578572816,5.0,12.30423578572816,0.9961650829428738,3.5004493478553393,0.5908729264281551,11.139152842854367,
6.966709086115505,0.7822406039833856,0.015556969537183508,3.9112666490901864,0.096,4.555696953718351,13.0,0.9966823233219086,3.4566518198595735,0.5811075761570412,11.111075761570412,
6.825186295181669,0.7458606532375616,0.03,3.9740685240916545,0.0761546199171604,20.561102786137482,44.96758565511457,0.9956712220557228,3.494638597514812,0.49187034262045826,10.30573768825041,
7.811337620087511,0.762773901200942,0.10805734170312972,1.5817834934500152,0.07763566986900029,8.295541266374963,21.056688100437555,0.9963943311899562,3.2017006430131265,0.8651400862443636,9.481783493450015,
6.64383543815438,0.8206678817613184,0.03,4.8808228092281025,0.07774143991614918,21.921234213842155,46.10102851153513,0.9956984246842769,3.5422431974844755,0.4964041140461405,10.804452545075456,
8.585088058579354,0.8776369871857664,0.05930919780327424,2.082729945081856,0.08057455970710323,4.321819963387904,13.356360073224192,0.9972919960805466,3.370454990846976,0.5593091978032743,10.182729945081855,
9.872051221772393,0.30680905595330765,0.35101349178682284,2.182739537988021,0.0616603247432344,13.482186139640623,37.20823234083855,0.9963920027453749,3.2438083696095834,0.4969041848047917,9.282739537988022,
6.681727445002652,0.7325911675039787,0.024518233500795742,1.763454890005305,0.06532226497488064,4.0,9.225911675039788,0.994760928961026,3.4117274450026525,0.4803320507535809,10.604318612506631,
8.555377489421113,0.37655606227621585,0.30035468699139967,2.603546869913997,0.0677242562438968,27.517162504068803,48.2414187479656,0.9963249198702395,3.3382608757730727,0.547242562438968,9.90343250081376,
9.017304985323396,0.7323387214089541,0.35952283870845875,2.040692199412936,0.07593078005870642,12.220765982388073,56.48924809393027,0.9975698587448537,3.2940692199412935,0.5125537595303487,9.718615601174129,
8.390088936974925,0.6739644252100301,0.19198221260501502,2.1950444684874624,0.09267789045168506,11.0,74.70266810924775,0.9973391867676473,3.2022299891806423,0.5872744576681043,9.214866594537613,
9.427329415773734,0.9013664707886867,0.23601596629110158,2.951552943849156,0.09699201685444922,11.0,78.63265550609329,0.9995649694203173,3.3851552943849157,0.588748907868475,10.819521011266954,
7.484241850477406,1.106157927212322,0.09824909449748953,3.073736417462343,0.08570234606457322,4.982490944974895,11.92996377989958,0.9957677833387538,3.5363230984447283,0.5959729173442259,11.185992755979916,
6.2001897846752545,0.8763409197131136,0.09819101986304264,1.4363693874144017,0.05772928559504058,35.90828576198377,97.36559172089656,0.9950365591720897,3.53542061425503,0.7127640794521706,9.990828576198377,
12.16241808344548,0.4637509101839391,0.47124544908030447,3.4122360466576582,0.09888200841633116,29.750910183939112,49.75018203678782,0.9981975236647824,3.1737800360699904,0.6787763953342342,9.712527305518174,
5.871018601099684,1.0373649244043377,0.10567670510080437,1.5570062003665615,0.15917360491752366,7.285031001832807,19.570062003665612,0.9942636536766953,3.4843232948991956,0.4728742249541798,9.693113374312698,
6.652165304252571,0.507721480480029,0.09129918255154229,2.1619586739368577,0.09828247956378855,3.380413260631426,10.717520436211442,0.9952086074024001,3.5515256130863433,0.6047834695747429,11.461958673936858,
8.018697451594399,0.9991057890228968,0.06008132320523357,1.7243900759607482,0.09944720877269142,5.5040661602616785,19.0,0.9956156085469174,3.350406616026168,0.4500813232052336,9.650406616026167,
7.682139194942218,0.9595360292349692,0.2327140220358398,1.9757134067861326,0.10540012304994144,7.0,22.17142271190755,0.9957442824915491,3.3097146372855466,0.4720714432202311,9.958571135595378,
8.757890622924094,0.9523175403493666,0.14207106842785067,2.7938860877721714,0.09720710684278507,11.432938508734162,77.7741683340509,0.9986837789782722,3.395364919301267,0.6226824596506335,10.47741683340509,
6.864248883266956,0.5759058070118296,0.17564798988052055,2.064248883266956,0.08698453097212146,4.0,8.430044669321767,0.9950847645175296,3.4721760050597394,0.6014506700398264,11.22124441633478,
7.236695369822411,0.6766972306347493,0.013394461269498382,2.290830809575243,0.06704584595212379,9.660553873050162,20.0,0.9959649513628294,3.2624775422270225,0.908255993006958,10.05872003496521,
8.369736887561315,0.6563815994025913,0.1930263112438686,1.9881582129291977,0.08906579538297081,15.84209799018977,88.31576947302187,0.9973115790200981,3.1878947550245256,0.7503944959250362,9.169736887561314,
8.123889826531283,0.5182060545187397,0.2979129529156339,5.789564764578169,0.062357905699686425,3.5373002478124533,10.80595037171868,0.9960199911660343,3.3149245161078094,0.5626865012390623,11.731349876093773,
7.748145246598293,0.737102695203117,0.161241702055807,2.046622410964304,0.08379734465785824,16.751659588838596,76.9172198629462,0.9966774697287911,3.305447092462041,0.5689105815075918,9.449238582183005,
9.318844822400608,0.6756337503759559,0.35416715457607,3.133510780399467,0.07265759914959863,16.65759914959863,47.0,0.9981019238749286,3.382680862431957,0.5422826723360091,10.072462071039755,
9.764728301512143,0.65146901889415,0.28029583644926426,5.001466478056107,0.07410290754773179,24.63236415075607,48.08824276717071,0.9970150088929332,3.2916156666997605,0.5380884968509749,10.329405786263427,
6.639129342624682,0.6313047300813612,0.0,2.14879214918052,0.06341545044263641,6.487921491805203,13.487921491805203,0.9959227554070463,3.4972949165570113,0.5953623552458439,10.439129342624682,
6.330179228664167,0.7929553973072547,0.0028928717480926035,2.43268025103065,0.06520716914656668,5.85535641259537,13.0,0.9966920716914657,3.5639641542671665,0.6042142565038148,10.14464358740463,
7.210709147516308,0.40915518977044546,0.21656115122303102,2.4018088361766106,0.06833936278725537,27.44193217197693,47.888386434395386,0.9957555354573758,3.446742034840692,0.5355354573758154,10.133936278725537,
9.620600449843806,0.8326666344858895,0.26793995501561935,3.2524924461057867,0.09909969784423146,13.028228866045435,85.63123111526447,1.0002993391190025,3.4097177113395456,0.651063066542066,10.986546447974797,
9.01472285941492,0.5421977311592623,0.3243954623185247,1.6926742294691255,0.07743883304832071,7.756045376814753,24.243954623185246,0.9967041821745872,3.2573115068602405,0.5004907619804974,9.609779580433361,
7.419154265312601,0.4952692430974294,0.2305384861948589,1.8491025230085685,0.08088025550618842,8.694615138051411,23.30538486194859,0.9960596976052047,3.357425614725484,0.44730514217708667,9.187423187876865,
7.624564106648202,0.8389342481944989,0.10691758285516445,2.089223443806886,0.08967670331420657,11.553882780965571,70.56893775227543,0.9964128604445489,3.283082417144836,0.5955388278096557,9.310776556193114,
9.076560491645145,0.779845021958075,0.04078131694516185,1.615626338903237,0.07776560491645144,4.078131694516185,14.390658472580924,0.9978562376820902,3.290781316945162,0.5321868305483816,9.692186830548382,
6.9952936233198795,0.9671931325436791,0.07115963561827883,2.306889979502668,0.06725376315188124,4.278990890456971,11.27899089045697,0.9958865210931452,3.5327899089045696,0.6288403643817212,10.98369726713709,
6.63880518193489,0.9735324696775183,0.05479480567744161,1.8911688258062043,0.1364036368516354,8.955844129031021,20.95584412903102,0.9955568519267087,3.4530597409032553,0.4721766234838759,9.721766234838759,
